address,sbl_long,sbl_short,sale_price,sale_date,assessment,prop_type,lot_size,yr_blt,sqft,bedrooms,baths,fireplaces
"100 ARMIN, Buffalo",1236500001049000,123.65-1-49,"$50,000",5/6/2011,"$99,000",Residential - 2 Family ResOld style,35 x 145,1915,"2,360",6,2,0
"122 DUNDEE, Buffalo",1336700004034000,133.67-4-34,"$124,900",5/6/2011,"$127,000",Residential - 1 Family ResRanch,33 x 112,1960,880,3,1.5,0
"458 WEIMAR, Buffalo",1232600001023000,123.26-1-23,"$55,000",5/6/2011,"$107,000",Residential - 1 Family ResCape cod,40 x 0,1960,"1,083",3,1,0
"198 CLAREMONT, Buffalo",0896100002005000,89.61-2-5,"$153,000",5/6/2011,"$232,000",Residential - 2 Family ResOld style,32 x 100,1900,"2,668",8,2,0
"138 ADMIRAL, Buffalo",0785900002010000,78.59-2-10,"$231,000",5/5/2011,"$267,000",Residential - 1 Family ResOld style,44 x 142,1927,"2,672",4,1.5,1
"18 PROGRESSIVE, Buffalo",0776500007058000,77.65-7-58,"$55,000",5/5/2011,"$79,000",Residential - 2 Family ResOld style,50 x 105,1900,"2,310",6,2,0
"211 ANDERSON, Buffalo",1003800004020000,100.38-4-20,"$228,723",5/4/2011,"$394,000",Residential - 2 Family ResOld style,33 x 156,1878,"3,244",6,2,0
"107 KIMBERLY, Buffalo",1337300002010000,133.73-2-10,"$77,000",5/4/2011,"$118,000",Residential - 2 Family ResOld style,39.4 x 131.47,1948,"1,610",4,2,0
"222 MIDDLESEX, Buffalo",0893000003013100,89.30-3-13.1,"$525,000",5/2/2011,"$476,000",Residential - 1 Family ResOld style,65 x 158,1920,"3,190",3,3.5,1
"41 TIOGA, Buffalo",0787100002035000,78.71-2-35,"$132,000",5/2/2011,"$214,000",Residential - 2 Family ResOld style,33.45 x 155,1920,"2,589",6,2,0
"1675 NIAGARA, Buffalo",0885800004001100,88.58-4-1.1,"$100,000",5/2/2011,"$155,000",Industrial - Manufacture ,200 x 165,,,,,
"38 DAKOTA, Buffalo",0787100002010000,78.71-2-10,"$390,000",4/29/2011,"$845,000",Commercial - Apartment ,100 x 155,,,,,
"483 MCKINLEY PKWY, Buffalo",1334800002017000,133.48-2-17,"$135,000",4/29/2011,"$170,000",Residential - 2 Family ResOld style,37 x 130,1925,"3,222",6,2,0
"193 SUMMER, Buffalo",1006200001024000,100.62-1-24,"$240,000",4/29/2011,"$430,000",Residential - 1 Family ResOld style,50 x 150,1870,"3,828",5,3,2
"80 STRATHMORE, Buffalo",1333200008039000,133.32-8-39,"$86,000",4/29/2011,"$96,000",Residential - 1 Family ResOld style,34 x 105,1920,"1,080",3,1,0
"148 DUNDEE, Buffalo",1336700004026000,133.67-4-26,"$107,900",4/29/2011,"$148,000",Residential - 1 Family ResOld style,33 x 112,1935,"1,344",3,1.5,0
"905 LOVEJOY, Buffalo",1124800002003000,112.48-2-3,"$49,900",4/29/2011,"$50,000",Residential - 2 Family ResOld style,30 x 125,1910,"2,226",5,2,0
"28 SEABROOK, Buffalo",0772600003017000,77.26-3-17,"$53,900",4/29/2011,"$81,000",Residential - 1 Family ResCape cod,38.8 x 133.5,1950,936,3,1,0
"426 BIRD, Buffalo",0886800005026000,88.68-5-26,"$139,900",4/28/2011,"$231,000",Residential - 2 Family ResOld style,34 x 125,1902,"2,576",6,2,0
"158 MERRIMAC, Buffalo",0794600010002000,79.46-10-2,"$71,000",4/28/2011,"$114,000",Residential - 1 Family ResOld style,30 x 115,1920,"1,289",3,1,0
"364 DAVIDSON, Buffalo",0903500003016000,90.35-3-16,"$42,000",4/28/2011,"$51,000",Residential - 2 Family ResDuplex,44 x 105,1940,"1,672",4,2,0
"349 RICHMOND, Buffalo",1003700009021000,100.37-9-21,"$155,000",4/28/2011,"$281,000",Residential - 2 Family ResOld style,32 x 115,1920,"2,768",6,2,0
"130 CHATHAM, Buffalo",0892900002005000,89.29-2-5,"$185,000",4/28/2011,"$250,000",Residential - 1 Family ResCape cod,40 x 127,1950,"1,708",4,2,1
"219 NORTHLAND, Buffalo",1002600002002000,100.26-2-2,"$40,000",4/27/2011,"$59,000",Residential - 1 Family ResOld style,35 x 119,1920,"1,682",4,1,0
"55 TENNYSON, Buffalo",0786300003040000,78.63-3-40,"$118,000",4/27/2011,"$175,000",Residential - 1 Family ResOld style,40 x 150,1920,"1,696",3,1,0
"467 HIGHGATE, Buffalo",0796500003004000,79.65-3-4,"$54,000",4/26/2011,"$79,000",Residential - 1 Family ResOld style,32 x 110,1925,"1,380",3,1,0
"277 CRESTWOOD, Buffalo",0784900005022000,78.49-5-22,"$110,000",4/26/2011,"$214,000",Residential - 2 Family ResOld style,34 x 150,1940,"2,156",4,2,0
"55 HEATH, Buffalo",0794700005015200,79.47-5-15.2,"$63,500",4/22/2011,"$78,000",Residential - 1 Family ResOld style,30 x 55,1917,"1,232",4,1,0
"40 PRINCETON, Buffalo",1332500002011000,133.25-2-11,"$38,500",4/21/2011,"$46,000",Residential - 2 Family ResOld style,30 x 163,1900,"1,300",5,2,0
"134 SIXTEENTH, Buffalo",0996000003027000,99.60-3-27,"$30,000",4/21/2011,"$89,000",Residential - 1 Family ResOld style,36 x 50,1900,"1,777",4,2,2
"130 UNIVERSITY AVE, Buffalo",0793800006009000,79.38-6-9,"$132,000",4/21/2011,"$200,000",Residential - 1 Family ResOld style,40 x 120,1915,"1,675",4,1,1
"659 FERRY WEST, Buffalo",1003000003008000,100.30-3-8,"$500,000",4/21/2011,"$574,000",Residential - 1 Family ResOld style,60 x 257,1910,"4,608",4,2.5,2
"80 STERLING, Buffalo",0787300006011000,78.73-6-11,"$127,000",4/21/2011,"$247,000",Residential - 2 Family ResOld style,36 x 150,1922,"2,542",6,2,0
"594 PARKSIDE, Buffalo",0787400002021000,78.74-2-21,"$126,000",4/20/2011,"$218,000",Residential - 2 Family ResOld style,33.33 x 184,1915,"2,881",6,2,0
"276 BARAGA, Buffalo",1237700008027100,123.77-8-27.1,"$49,900",4/19/2011,"$71,000",Residential - 1 Family ResRanch,45 x 120,1994,976,1,1,0
"459 DELAVAN WEST, Buffalo",0888400004022000,88.84-4-22,"$110,000",4/19/2011,"$214,000",Residential - 2 Family ResOld style,32 x 130,1900,"2,592",6,2,0
"141 RYAN ST, Buffalo",1237400003018000,123.74-3-18,"$65,000",4/18/2011,"$78,000",Residential - 2 Family ResColonial,35 x 110,1950,"1,628",4,2,0
"175 MERRIMAC, Buffalo",0794600001013000,79.46-1-13,"$70,000",4/18/2011,"$132,000",Residential - 1 Family ResOld style,45 x 132,1925,"1,620",4,1,0
"256 WOODBRIDGE, Buffalo",0788300002004000,78.83-2-4,"$315,000",4/18/2011,"$384,000",Residential - 1 Family ResOld style,56 x 150,1930,"2,683",4,2.5,1
"143 CAMBRIA, Buffalo",1127500001005000,112.75-1-5,"$58,500",4/18/2011,"$89,000",Residential - 1 Family ResCape cod,43 x 117,1958,"1,344",4,1,0
"31 MONTCALM, Buffalo",0793800010006000,79.38-10-6,"$102,820",4/18/2011,"$125,000",Residential - 1 Family ResOld style,35 x 100,1925,"1,355",3,1.5,0
"189 PEARL NORTH, Buffalo",1007100006013000,100.71-6-13,"$100,000",4/15/2011,"$1,080,000",Commercial - Apartment ,61.5 x 105,,,,,
"60 AVERY, Buffalo",0784700003010000,78.47-3-10,"$94,870",4/15/2011,"$156,000",Residential - 2 Family ResOld style,34 x 98,1927,"1,944",4,2,0
"449 CRESCENT, Buffalo",0892700007016000,89.27-7-16,"$195,000",4/15/2011,"$246,000",Residential - 2 Family ResOld style,50 x 130,1907,"2,950",6,2,1
"84 ARDMORE, Buffalo",0888400004034000,88.84-4-34,"$155,000",4/15/2011,"$202,000",Residential - 1 Family ResOld style,38 x 98,1900,"1,982",3,1.5,0
"221 CARMEL, Buffalo",0794500001023000,79.45-1-23,"$100,000",4/15/2011,"$139,000",Residential - 1 Family ResCape cod,45 x 115,1948,"1,202",3,1,0
"218 COMSTOCK, Buffalo",0798000006022000,79.80-6-22,"$30,000",4/15/2011,"$51,000",Residential - 1 Family ResOld style,32 x 101,1925,"1,285",3,1,0
"173 VILLA, Buffalo",0784000002010000,78.40-2-10,"$83,000",4/15/2011,"$166,000",Residential - 2 Family ResOld style,30 x 100,1920,"2,082",4,2,0
"221 ROESCH, Buffalo",0773300004001000,77.33-4-1,"$71,000",4/15/2011,"$85,000",Residential - 1 Family ResOld style,30.9 x 110,1930,"1,535",3,1,0
"790 LAFAYETTE AVE, Buffalo",0897900001025000,89.79-1-25,"$425,000",4/15/2011,"$560,000",Residential - 1 Family ResOld style,97.27 x 121,1925,"2,775",3,3.5,2
"567 POTOMAC, Buffalo",0896900004012000,89.69-4-12,"$225,000",4/15/2011,"$316,000",Residential - 1 Family ResOld style,34 x 148,1902,"2,553",3,1,0
"29 ARTHUR, Buffalo",0778000004005000,77.80-4-5,"$34,000",4/15/2011,"$71,000",Residential - 2 Family ResOld style,31 x 0,1922,"2,316",6,2,0
"841 NIAGARA, Buffalo",0995800006022000,99.58-6-22,"$40,000",4/14/2011,"$104,000",Residential - 2 Family ResOld style,39.85 x 103,1870,"2,617",5,2,0
"440 FOURTEENTH, Buffalo",0995100001001000,99.51-1-1,"$35,000",4/14/2011,"$131,000",Residential - 2 Family ResOld style,32 x 149,1823,"2,595",6,2,0
"22 JAMES E CASEY DR, Buffalo",1121900003012000,112.19-3-12,"$775,000",4/14/2011,"$870,000",Commercial - Other Storage ,450 x 400,,,,,
"122 AVERY, Buffalo",0784600003017000,78.46-3-17,"$89,900",4/13/2011,"$147,000",Residential - 2 Family ResOld style,36 x 105,1935,"2,048",4,2,0
"17 WAKEFIELD, Buffalo",0894400005002000,89.44-5-2,"$5,000",4/13/2011,"$35,000",Residential - 2 Family ResOld style,38.21 x 120,1910,"2,528",6,2,1
"201 BARNARD, Buffalo",1234200003048000,123.42-3-48,"$69,900",4/12/2011,"$86,000",Residential - 1 Family ResOld style,30 x 100,1910,"1,462",4,2,0
"603 DIVISION SOUTH, Buffalo",1118200009009100,111.82-9-9.1,"$41,000",4/11/2011,"$117,000",Residential - 1 Family ResRaised ranch,56 x 107,1993,"1,764",3,1.5,0
"55 CASIMIR, Buffalo",1234900005001100,123.49-5-1.1,"$69,000",4/11/2011,"$93,000",Residential - 1 Family ResColonial,100 x 65,1985,"1,576",2,1.5,0
"405 POTOMAC, Buffalo",0887600005002000,88.76-5-2,"$140,000",4/11/2011,"$235,000",Residential - 2 Family ResOld style,30 x 146,1900,"2,680",5,2,0
"237 NEWBURGH, Buffalo",0908100006041000,90.81-6-41,"$48,500",4/11/2011,"$36,000",Residential - 1 Family ResOld style,34 x 102,1928,"1,216",3,1,0
"91 PHYLLIS, Buffalo",0904100004002000,90.41-4-2,"$44,600",4/11/2011,"$44,000",Residential - 1 Family ResOld style,32 x 105,1927,"1,100",3,1,0
"80 ANDERSON, Buffalo",1003700007017000,100.37-7-17,"$159,000",4/8/2011,"$234,000",Commercial - Apartment ,30 x 80,,,,,
"40 MERRIMAC, Buffalo",0795400002007000,79.54-2-7,"$63,500",4/8/2011,"$103,000",Residential - 1 Family ResOld style,30 x 148,1928,"1,867",4,1.5,0
"324 RIVERSIDE, Buffalo",0775800001031000,77.58-1-31,"$49,000",4/8/2011,"$104,000",Residential - Multiple resOld style,34 x 100,1924,"2,464",3,2,0
"103 FORDHAM, Buffalo",0892200005048000,89.22-5-48,"$202,000",4/7/2011,"$240,000",Residential - 2 Family ResOld style,38 x 132,1920,"2,988",6,2,0
"26 DART, Buffalo",0885900001023000,88.59-1-23,"$54,900",4/6/2011,"$124,000",Residential - 1 Family ResOld style,30 x 132,1900,"1,440",2,2,0
"363 LAKEFRONT, Buffalo",1105100001068000,110.51-1-68,"$250,000",4/6/2011,"$476,000",Residential - 1 Family ResTownhouse,22.67 x 72.86,1989,"1,532",2,2.5,1
"410 EDEN, Buffalo",1337400001016000,133.74-1-16,"$95,400",4/5/2011,"$152,000",Residential - 1 Family ResOld style,60 x 120,1940,"1,708",3,1,1
"150 COMO, Buffalo",1333200002027000,133.32-2-27,"$82,000",4/5/2011,"$99,000",Residential - 1 Family ResOld style,34 x 112,1920,"1,163",3,1,0
"817 ASHLAND, Buffalo",0896100004034000,89.61-4-34,"$135,000",4/5/2011,"$224,000",Residential - 2 Family ResOld style,32.3 x 130,1890,"2,156",4,2,0
"1253 BROADWAY, Buffalo",1123000004004000,112.30-4-4,"$35,000",4/5/2011,"$100,000",Commercial - Det row bldg ,36.81 x 0,,,,,
"192 HARDING, Buffalo",1335600004046000,133.56-4-46,"$78,100",4/4/2011,"$144,000",Residential - 1 Family ResColonial,40 x 115,1954,"1,380",3,1,0
"392 WOODWARD, Buffalo",0892600005013000,89.26-5-13,"$234,700",4/4/2011,"$286,000",Residential - 1 Family ResOld style,50 x 193,1900,"2,296",5,1.5,0
"47 HECLA, Buffalo",0784400003029000,78.44-3-29,"$114,000",4/4/2011,"$142,000",Residential - 1 Family ResColonial,40 x 125,1955,"1,282",3,1.5,0
"326 BISSELL, Buffalo",1013900001023000,101.39-1-23,"$22,000",4/1/2011,"$25,000",Residential - 2 Family ResOld style,30 x 105,1915,"1,544",6,2,0
"92 SHEFFIELD, Buffalo",1335600001078000,133.56-1-78,"$99,900",4/1/2011,"$112,000",Residential - 1 Family ResOld style,31 x 115,1920,"1,456",3,1,0
"55 WINSPEAR, Buffalo",0795500005018000,79.55-5-18,"$59,000",4/1/2011,"$99,000",Residential - 2 Family ResOld style,35 x 100,1840,"1,887",2,2,0
"53 HENLEY, Buffalo",0785100004032000,78.51-4-32,"$122,000",4/1/2011,"$202,000",Residential - 2 Family ResOld style,37 x 117,1924,"2,288",6,2,0
"26 CAMDEN, Buffalo",0786200001020000,78.62-1-20,"$66,000",3/31/2011,"$142,000",Residential - 2 Family ResOld style,37.84 x 123,1910,"1,920",4,2,0
"110 ALDRICH, Buffalo",1338000002063000,133.80-2-63,"$36,000",3/31/2011,"$114,000",Residential - 1 Family ResOld style,30 x 118,1921,"1,505",4,2,0
"109 STARIN, Buffalo",0788300003017000,78.83-3-17,"$540,000",3/31/2011,"$479,000",Residential - 1 Family ResOld style,92.5 x 200,1924,"4,555",7,5,2
"452 TONAWANDA, Buffalo",0778100007028000,77.81-7-28,"$35,000",3/31/2011,"$69,000",Residential - 2 Family ResOld style,31 x 76.72,1900,"1,892",4,2,0
"78 ROESCH, Buffalo",0773200002021000,77.32-2-21,"$42,000",3/31/2011,"$94,000",Residential - 2 Family ResOld style,36.02 x 106,1917,"2,046",4,2,0
"345 BRECKENRIDGE, Buffalo",0993500002015000,99.35-2-15,"$4,000",3/30/2011,"$5,400",Vacant Land - Res vac land ,27 x 105,,,,,
"211 EASTON, Buffalo",0906600007006000,90.66-7-6,"$52,000",3/30/2011,"$57,000",Residential - 1 Family ResOld style,33 x 110,1930,"1,344",3,1,0
"51 REMOLENO, Buffalo",1237900007001000,123.79-7-1,"$45,000",3/30/2011,"$65,000",Residential - 1 Family ResOld style,51.49 x 125,1920,"1,440",3,1.5,0
"19 ROBIE, Buffalo",0895800002011000,89.58-2-11,"$187,000",3/30/2011,"$229,000",Residential - 1 Family ResOld style,45 x 150,1910,"1,964",4,2,0
"38 SAGE, Buffalo",1236400002016000,123.64-2-16,"$70,000",3/28/2011,"$110,000",Residential - 1 Family ResOld style,40 x 145,1920,"1,904",5,1.5,0
"380 TAUNTON, Buffalo",0785000001031000,78.50-1-31,"$89,000",3/28/2011,"$214,000",Residential - 2 Family ResOld style,34 x 130,1950,"2,288",6,2,0
"54 LAYER, Buffalo",0775100002020000,77.51-2-20,"$67,500",3/25/2011,"$95,000",Residential - 1 Family ResOld style,45 x 104,1925,"1,159",3,1,0
"209 MINERAL SPRING, Buffalo",1237400005004000,123.74-5-4,"$30,000",3/25/2011,"$63,000",Residential - 1 Family ResOld style,30 x 142,1902,"1,470",3,1,0
"319 STERLING, Buffalo",0785000005021000,78.50-5-21,"$174,000",3/24/2011,"$264,000",Residential - 2 Family ResOld style,43.6 x 131,1926,"3,511",6,2,0
"92 WHEELOCK, Buffalo",1232700004003000,123.27-4-3,"$58,000",3/22/2011,"$97,000",Residential - 1 Family ResOld style,30 x 113,1925,"1,445",2,1,0
"34 BENWOOD, Buffalo",0797700004004110,79.77-4-4.11,"$875,000",3/21/2011,"$2,000,000",Community Service - Aged - home ,292 x 257,,,,,
"527 MASSACHUSETTS, Buffalo",0993600007016000,99.36-7-16,"$103,000",3/21/2011,"$262,000",Residential - 3 Family ResOld style,30 x 116,1910,"2,620",7,3,1
"280 VERMONT, Buffalo",0995900004021000,99.59-4-21,"$60,000",3/18/2011,"$120,000",Residential - 2 Family ResOld style,25 x 125,1910,"2,400",6,3,0
"172 EAST, Buffalo",0884100003007000,88.41-3-7,"$42,900",3/17/2011,"$108,000",Commercial - Apartment ,33 x 77,,,,,
"99 WEYAND, Buffalo",1238200001012000,123.82-1-12,"$31,000",3/17/2011,"$62,000",Residential - 2 Family ResOld style,30 x 105,1920,"2,523",6,2,0
"80 UNGER, Buffalo",1236300002009000,123.63-2-9,"$68,000",3/17/2011,"$108,000",Residential - 1 Family ResOld style,32 x 163,1924,"1,807",3,1.5,0
"188 CLAREMONT, Buffalo",0896100002008000,89.61-2-8,"$148,000",3/16/2011,"$241,000",Residential - 2 Family ResOld style,30 x 130,1900,"2,552",6,2,0
"776 RICHMOND, Buffalo",0887600004028000,88.76-4-28,"$175,000",3/15/2011,"$297,000",Residential - 1 Family ResOld style,33.5 x 140,1900,"1,929",4,1,0
"131 VAN RENSSELAER, Buffalo",1223400002043000,122.34-2-43,"$115,000",3/14/2011,"$281,000",Commercial - Det row bldg ,30 x 115,,,,,
"106 FRANK, Buffalo",1237400005022000,123.74-5-22,"$67,000",3/11/2011,"$79,000",Residential - 1 Family ResCape cod,57.11 x 112,1956,"1,218",4,1,1
"102 KNOX, Buffalo",0788000001045000,78.80-1-45,"$99,000",3/11/2011,"$204,000",Residential - 2 Family ResOld style,38 x 151,1920,"2,590",6,2,0
"138 ENGLEWOOD, Buffalo",0794600002011000,79.46-2-11,"$65,000",3/11/2011,"$142,000",Residential - 1 Family ResOld style,30 x 115,1920,"1,720",4,1,0
"415 BIRD, Buffalo",0887600003009000,88.76-3-9,"$140,000",3/10/2011,"$295,000",Residential - 2 Family ResOld style,34 x 135,1900,"3,048",6,2,0
"452 EAST, Buffalo",0778000004017000,77.80-4-17,"$39,999",3/10/2011,"$72,000",Residential - 2 Family ResOld style,30 x 105,1906,"2,496",6,2,0
"90 FULLER, Buffalo",0776400001009000,77.64-1-9,"$70,000",3/10/2011,"$134,000",Commercial - Apartment ,64.5 x 180,,,,,
"92 ELMER, Buffalo",0903200001011000,90.32-1-11,"$20,000",3/10/2011,"$41,000",Residential - 1 Family ResOld style,33 x 112,1920,"1,511",3,1,0
"184 WYOMING, Buffalo",0907900001026000,90.79-1-26,"$20,000",3/9/2011,"$33,000",Residential - 2 Family ResOld style,30 x 118,1911,"2,288",6,2,0
"261 DEWEY, Buffalo",0895200005009000,89.52-5-9,"$28,500",3/9/2011,"$73,000",Residential - 1 Family ResOld style,30 x 120,1910,"1,672",3,1,0
"131 CARMEL, Buffalo",0795300001031000,79.53-1-31,"$99,900",3/8/2011,"$208,000",Residential - 2 Family ResOld style,40 x 115,1925,"3,187",8,2,0
"331 LINCOLN, Buffalo",0890500003030000,89.05-3-30,"$310,000",3/8/2011,"$407,000",Residential - 1 Family ResOld style,50 x 175,1930,"2,718",4,4,1
"233 LAKEFRONT, Buffalo",1105900001019000,110.59-1-19,"$268,000",3/7/2011,"$299,000",Residential - 1 Family ResTownhouse,25 x 46.33,1985,"1,700",2,2.5,1
"464 COLVIN, Buffalo",0784900005012000,78.49-5-12,"$110,000",3/7/2011,"$196,000",Residential - 2 Family ResOld style,35 x 150,1925,"2,560",6,2,0
"496 MAIN, Buffalo",1114600010009000,111.46-10-9,"$385,000",3/4/2011,"$950,000",Commercial - Office bldg. ,26 x 110,,,,,
"555 MINNESOTA, Buffalo",0797400007002000,79.74-7-2,"$22,000",3/4/2011,"$46,000",Residential - 1 Family ResOld style,30 x 130,1925,"1,307",3,1,0
"104 SPRUCE, Buffalo",1114000001015110,111.40-1-15.11,"$115,000",3/4/2011,"$136,000",Residential - 1 Family ResColonial,81 x 140,1999,"1,503",3,1.5,0
"405 FOX, Buffalo",1007500003023110,100.75-3-23.11,"$93,100",3/3/2011,"$134,000",Residential - 1 Family ResColonial,62.5 x 141,1999,"1,364",3,1.5,0
"30 WILBURY, Buffalo",0786200004013000,78.62-4-13,"$113,900",3/2/2011,"$163,000",Residential - 1 Family ResOld style,33 x 126,1930,"1,471",3,1,0
"32 GLENDHU, Buffalo",1332500005002000,133.25-5-2,"$39,900",3/2/2011,"$64,000",Residential - 1 Family ResOld style,40 x 107,1934,"1,419",3,2,0
"90 WELLINGTON, Buffalo",0787400001008000,78.74-1-8,"$156,000",3/2/2011,"$226,000",Residential - 2 Family ResOld style,40 x 185,1914,"2,469",4,2,2
"231 BARNARD, Buffalo",1234200003056000,123.42-3-56,"$20,000",3/1/2011,"$17,700",Vacant Land - Vac w/imprv ,30 x 100,,,,,
"367 DOWNING, Buffalo",1338100002010000,133.81-2-10,"$127,000",3/1/2011,"$147,000",Residential - 1 Family ResCape cod,45.25 x 120,1954,"1,384",3,1,1
"342 GRANT, Buffalo",0887500006013000,88.75-6-13,"$50,000",3/1/2011,"$83,000",Residential - 2 Family ResOld style,30 x 134,1900,"2,376",6,2,0
"468 COLVIN, Buffalo",0784900005011000,78.49-5-11,"$110,000",3/1/2011,"$194,000",Residential - 2 Family ResOld style,35 x 150,1925,"2,560",5,2,0
"377 WOODWARD, Buffalo",0893400002020000,89.34-2-20,"$189,000",2/28/2011,"$287,000",Residential - 2 Family ResOld style,35 x 182,1910,"2,800",6,2,0
"137 FOLGER, Buffalo",1333100007009000,133.31-7-9,"$38,000",2/28/2011,"$79,000",Residential - 1 Family ResOld style,33 x 168,1930,"1,342",3,1,0
"54 COBURG, Buffalo",0784300002009000,78.43-2-9,"$118,000",2/28/2011,"$131,000",Residential - 1 Family ResColonial,40 x 111,1941,"1,463",3,1.5,1
"16 FAIRFIELD, Buffalo",0893500003023000,89.35-3-23,"$132,500",2/28/2011,"$160,000",Residential - 2 Family ResOld style,27 x 125,1900,"1,864",5,2,0
"142 BOTSFORD, Buffalo",0785400005007000,78.54-5-7,"$115,000",2/25/2011,"$135,000",Commercial - Auto body ,200 x 233,,,,,
"328 POTTERS, Buffalo",1336700001005100,133.67-1-5.1,"$125,000",2/25/2011,"$165,000",Residential - 1 Family ResOld style,95 x 265,1928,"2,368",5,2,0
"172 HUNTINGTON, Buffalo",0787600004001000,78.76-4-1,"$172,000",2/24/2011,"$266,000",Residential - 1 Family ResOld style,40 x 110,1930,"2,176",5,1.5,1
"64 HERKIMER, Buffalo",0993400006013000,99.34-6-13,"$50,000",2/23/2011,"$152,000",Residential - 2 Family ResOld style,30 x 100,1905,"2,156",6,2,0
"773 RICHMOND, Buffalo",0896900001023000,89.69-1-23,"$215,000",2/23/2011,"$309,000",Residential - 3 Family ResOld style,50 x 144,1904,"2,832",5,3,0
"351 HAMPSHIRE, Buffalo",0994300003012000,99.43-3-12,"$42,000",2/22/2011,"$103,000",Residential - 1 Family ResOld style,30 x 135,1912,"1,662",3,1,0
"168 RIVERMIST, Buffalo",1106800002018000,110.68-2-18,"$565,000",2/22/2011,"$773,000",Residential - 1 Family ResTownhouse,25.27 x 58.39,1988,"2,185",3,3.5,1
"68 CENTRAL NORTH, Buffalo",1123200005001000,112.32-5-1,"$25,000",2/22/2011,"$72,000",Commercial - Apartment ,30 x 103,,,,,
"1541 BAILEY, Buffalo",1122500001015000,112.25-1-15,"$35,000",2/18/2011,"$5,000",Vacant Land - Vacant comm ,30 x 120,,,,,
"270 CENTRAL, Buffalo",1124000001001100,112.40-1-1.1,"$323,000",2/18/2011,"$178,000",Vacant Land - Com vac w/imp ,513 x 0,,,,,
"18 ROBINS, Buffalo",1237900004024000,123.79-4-24,"$77,000",2/17/2011,"$150,000",Residential - 1 Family ResOld style,36 x 102,1930,"1,547",4,1.5,0
"1853 GENESEE, Buffalo",1014100006004000,101.41-6-4,"$9,000",2/16/2011,"$80,000",Commercial - Det row bldg ,30 x 158,,,,,
"148 TYLER, Buffalo",0794600009003000,79.46-9-3,"$62,000",2/14/2011,"$101,000",Residential - 1 Family ResColonial,37 x 132,1950,"1,248",2,1,0
"2 STERLING, Buffalo",0787300006033000,78.73-6-33,"$105,000",2/11/2011,"$235,000",Residential - 2 Family ResOld style,34.39 x 115,1900,"2,438",4,2,0
"561 SEVENTH, Buffalo",0998300001023000,99.83-1-23,"$31,800",2/11/2011,"$102,000",Residential - 2 Family ResOld style,30 x 124,1890,"2,978",6,2,0
"866 PARKSIDE, Buffalo",0785100003019000,78.51-3-19,"$193,500",2/10/2011,"$246,000",Residential - 1 Family ResOld style,40.19 x 125,1930,"2,290",4,2.5,1
"102 FLORENCE, Buffalo",0895000006003000,89.50-6-3,"$115,000",2/10/2011,"$204,000",Residential - 1 Family ResOld style,32 x 100,1900,"1,990",4,1.5,1
"29 ZITTEL, Buffalo",1332600001005000,133.26-1-5,"$54,000",2/10/2011,"$74,000",Residential - 1 Family ResOld style,30 x 110,1910,"1,849",4,1,0
